algo,grid,n_rooms,seed,time_s,nodes_explored,backtracks,succeeded,error,rooms_built,connected,has_key,solvable,start_boss_dist,branching,dead_end_ratio,n_start,n_normal,n_treasure,n_boss,n_trap,n_merchant
Greedy,5,10,7,0.00026137600002584804,64,0,1,,10,1,1,1,5,1.8,0.4,1,2,3,1,2,1
Greedy,5,10,8,0.00028100300005462486,60,0,1,,10,1,1,1,6,1.8,0.3,1,2,3,1,2,1
Greedy,5,10,9,0.00027759599993260053,64,0,1,,10,1,1,1,5,1.8,0.4,1,6,1,1,1,0
Greedy,5,10,10,0.000252649999993082,63,0,1,,10,1,1,1,7,1.8,0.4,1,4,1,1,3,0
Greedy,5,10,11,0.00025177800000619754,59,0,1,,10,1,1,1,6,1.8,0.3,1,5,1,1,1,1
Greedy,5,10,12,0.0003061489999254263,64,0,1,,10,1,1,1,5,1.8,0.3,1,5,3,1,0,0
Greedy,5,10,13,0.0002524999999877764,56,0,1,,10,1,1,1,4,2.0,0.3,1,7,1,1,0,0
Greedy,5,10,14,0.00025572499998816056,59,0,1,,10,1,1,1,6,1.8,0.3,1,6,1,1,0,1
Greedy,5,10,15,0.00030561800008399587,63,0,1,,10,1,1,1,2,1.8,0.4,1,3,3,1,1,1
Greedy,5,10,16,0.00025526399997488625,60,0,1,,10,1,1,1,6,1.8,0.3,1,5,2,1,1,0
Greedy,5,10,17,0.00025853099998585094,60,0,1,,10,1,1,1,4,1.8,0.4,1,3,2,1,0,3
Greedy,5,10,18,0.0003162279999742168,59,0,1,,10,1,1,1,5,1.8,0.4,1,6,1,1,1,0
Greedy,5,10,19,0.0002511069999400206,59,0,1,,10,1,1,1,6,1.8,0.3,1,3,2,1,1,2
Greedy,5,10,20,0.00025329100003546046,59,0,1,,10,1,1,1,6,1.8,0.3,1,5,3,1,0,0
Greedy,5,10,21,0.00026725700001861696,61,0,1,,10,1,1,1,4,1.8,0.5,1,5,2,1,1,0
Greedy,5,10,22,0.0002540929999668151,61,0,1,,10,1,0,0,3,1.8,0.3,1,7,0,1,0,1
Greedy,5,10,23,0.0002731480000193187,56,0,1,,10,1,1,1,4,2.0,0.3,1,5,1,1,2,0
Greedy,5,10,24,0.00032792899992273306,59,0,1,,10,1,1,1,5,1.8,0.3,1,6,1,1,1,0
Greedy,5,10,25,0.00026483199997073825,62,0,1,,10,1,0,0,5,1.8,0.4,1,6,0,1,1,1
Greedy,5,10,26,0.00025825099999110535,62,0,1,,10,1,1,1,6,2.0,0.2,1,4,3,1,1,0
Greedy,5,10,27,0.00025191899999299494,59,0,1,,10,1,1,1,6,1.8,0.3,1,6,1,1,1,0
Greedy,5,10,28,0.0002560860000357934,62,0,1,,10,1,1,1,2,1.8,0.5,1,5,1,1,1,1
Greedy,5,10,29,0.0002494139999953404,56,0,1,,10,1,1,1,4,2.0,0.3,1,3,3,1,0,2
CSP,8,12,0,0.000576733000002605,13,0,1,,12,1,1,1,4,2.6666666666666665,0.0,1,7,1,1,2,0
CSP,8,12,1,0.0004788799999460025,13,0,1,,12,1,1,1,4,2.6666666666666665,0.0,1,5,2,1,2,1
CSP,8,12,2,0.0005559439999842652,13,0,1,,12,1,1,1,4,2.6666666666666665,0.0,1,5,2,1,2,1
CSP,8,12,3,0.0005098780000025727,13,0,1,,12,1,1,1,4,2.6666666666666665,0.0,1,8,1,1,1,0
CSP,8,12,4,0.000502543999914451,13,0,1,,12,1,1,1,3,2.6666666666666665,0.0,1,5,2,1,2,1
CSP,8,12,5,0.0004966440000089278,13,0,1,,12,1,1,1,4,2.6666666666666665,0.0,1,5,2,1,2,1
CSP,8,12,6,0.0004686220000849062,13,0,1,,12,1,1,1,4,2.6666666666666665,0.0,1,5,2,1,2,1
CSP,8,12,7,0.0005178630000273188,13,0,1,,12,1,1,1,4,2.6666666666666665,0.0,1,5,2,1,2,1
CSP,8,12,8,0.00048166600004151405,13,0,1,,12,1,1,1,4,2.6666666666666665,0.0,1,7,2,1,1,0
CSP,8,12,9,0.0005104200000687342,13,0,1,,12,1,1,1,4,2.6666666666666665,0.0,1,8,2,1,0,0
CSP,8,12,10,0.0005013019999751123,13,0,1,,12,1,1,1,4,2.6666666666666665,0.0,1,6,2,1,1,1
CSP,8,12,11,0.0005607729999610456,13,0,1,,12,1,1,1,4,2.6666666666666665,0.0,1,6,2,1,1,1
CSP,8,12,12,0.0006822390000706946,13,0,1,,12,1,1,1,4,2.6666666666666665,0.0,1,5,2,1,2,1
CSP,8,12,13,0.001183179999998174,13,0,1,,12,1,1,1,3,2.6666666666666665,0.0,1,6,2,1,2,0
CSP,8,12,14,0.0009286669999255537,13,0,1,,12,1,1,1,3,2.6666666666666665,0.0,1,5,2,1,2,1
CSP,8,12,15,0.0007045599999173646,13,0,1,,12,1,1,1,4,2.6666666666666665,0.0,1,6,2,1,2,0
CSP,8,12,16,0.00046591700004228187,13,0,1,,12,1,1,1,4,2.6666666666666665,0.0,1,6,1,1,2,1
CSP,8,12,17,0.0005176829999982147,13,0,1,,12,1,1,1,4,2.6666666666666665,0.0,1,5,2,1,2,1
CSP,8,12,18,0.0005293149999943125,13,0,1,,12,1,1,1,4,2.6666666666666665,0.0,1,6,2,1,2,0
CSP,8,12,19,0.0004680810000081692,13,0,1,,12,1,1,1,4,2.6666666666666665,0.0,1,8,1,1,0,1
CSP,8,12,20,0.0004899709999790502,13,0,1,,12,1,1,1,4,2.6666666666666665,0.0,1,5,2,1,2,1
CSP,8,12,21,0.00045733000001746404,13,0,1,,12,1,1,1,4,2.6666666666666665,0.0,1,6,1,1,2,1
CSP,8,12,22,0.0005060110000840723,13,0,1,,12,1,1,1,4,2.6666666666666665,0.0,1,6,2,1,1,1
CSP,8,12,23,0.00047780799991414824,13,0,1,,12,1,1,1,4,2.6666666666666665,0.0,1,5,2,1,2,1
CSP,8,12,24,0.00047918099994603836,13,0,1,,12,1,1,1,4,2.6666666666666665,0.0,1,6,2,1,2,0
CSP,8,12,25,0.00046847200007960055,13,0,1,,12,1,1,1,3,2.6666666666666665,0.0,1,6,2,1,1,1
CSP,8,12,26,0.0005265290000124878,13,0,1,,12,1,1,1,4,2.6666666666666665,0.0,1,5,2,1,2,1
CSP,8,12,27,0.0004682510000293405,13,0,1,,12,1,1,1,4,2.6666666666666665,0.0,1,7,1,1,1,1
CSP,8,12,28,0.00046413299992309476,13,0,1,,12,1,1,1,4,2.6666666666666665,0.0,1,6,2,1,1,1
CSP,8,12,29,0.0005107100000714127,13,0,1,,12,1,1,1,3,2.6666666666666665,0.0,1,6,2,1,1,1
BFS,8,12,0,9.226199995282514e-05,4,0,1,,12,1,1,1,2,1.8333333333333333,0.6666666666666666,1,4,1,2,1,3
BFS,8,12,1,6.539200001043355e-05,4,0,1,,12,1,0,0,2,1.8333333333333333,0.6666666666666666,1,5,0,2,4,0
BFS,8,12,2,7.77840000409924e-05,4,0,1,,12,1,1,1,2,1.8333333333333333,0.6666666666666666,1,4,3,2,1,1
BFS,8,12,3,7.494900000892812e-05,4,0,1,,12,1,1,1,2,1.8333333333333333,0.6666666666666666,1,5,1,2,2,1
BFS,8,12,4,7.455800005118363e-05,4,0,1,,12,1,1,1,2,1.8333333333333333,0.6666666666666666,1,7,1,2,1,0
BFS,8,12,5,9.606899993741536e-05,4,0,1,,12,1,0,0,2,1.8333333333333333,0.6666666666666666,1,6,0,2,2,1
BFS,8,12,6,9.183000008761155e-05,4,0,1,,12,1,0,0,2,1.8333333333333333,0.6666666666666666,1,6,0,2,2,1
BFS,8,12,7,7.397800004582678e-05,4,0,1,,12,1,0,0,2,1.8333333333333333,0.6666666666666666,1,8,0,2,0,1
BFS,8,12,8,8.056000001488428e-05,4,0,1,,12,1,0,0,2,1.8333333333333333,0.6666666666666666,1,7,0,2,2,0
BFS,8,12,9,8.878500000264467e-05,4,0,1,,12,1,1,1,2,1.8333333333333333,0.6666666666666666,1,5,2,2,1,1
BFS,8,12,10,8.147200003350008e-05,4,0,1,,12,1,1,1,2,1.8333333333333333,0.6666666666666666,1,3,2,2,3,1
BFS,8,12,11,7.232400002976647e-05,4,0,1,,12,1,1,1,2,1.8333333333333333,0.6666666666666666,1,4,1,2,3,1
BFS,8,12,12,7.52999999349413e-05,4,0,1,,12,1,1,1,2,1.8333333333333333,0.6666666666666666,1,5,3,2,0,1
BFS,8,12,13,7.697299997744267e-05,4,0,1,,12,1,1,1,2,1.8333333333333333,0.6666666666666666,1,7,2,2,0,0
BFS,8,12,14,8.805400000255759e-05,4,0,1,,12,1,1,1,2,1.8333333333333333,0.6666666666666666,1,7,2,2,0,0
BFS,8,12,15,7.787499998812564e-05,4,0,1,,12,1,1,1,2,1.8333333333333333,0.6666666666666666,1,7,2,2,0,0
BFS,8,12,16,7.06509999872651e-05,4,0,1,,12,1,1,1,2,1.8333333333333333,0.6666666666666666,1,7,1,2,1,0
BFS,8,12,17,7.799499996963277e-05,4,0,1,,12,1,1,1,2,1.8333333333333333,0.6666666666666666,1,6,1,2,0,2
BFS,8,12,18,9.135899995271757e-05,4,0,1,,12,1,1,1,2,1.8333333333333333,0.6666666666666666,1,4,2,2,2,1
BFS,8,12,19,7.575100005396962e-05,4,0,1,,12,1,1,1,2,1.8333333333333333,0.6666666666666666,1,5,3,2,0,1
BFS,8,12,20,7.337700003517966e-05,4,0,1,,12,1,1,1,2,1.8333333333333333,0.6666666666666666,1,4,4,2,1,0
BFS,8,12,21,9.86439999905997e-05,4,0,1,,12,1,1,1,2,1.8333333333333333,0.6666666666666666,1,5,1,2,3,0
BFS,8,12,22,8.174200002031284e-05,4,0,1,,12,1,1,1,2,1.8333333333333333,0.6666666666666666,1,6,2,2,1,0
BFS,8,12,23,7.293600003777101e-05,4,0,1,,12,1,1,1,2,1.8333333333333333,0.6666666666666666,1,4,3,2,1,1
BFS,8,12,24,7.196399997155822e-05,4,0,1,,12,1,0,0,2,1.8333333333333333,0.6666666666666666,1,7,0,2,1,1
BFS,8,12,25,7.585100001961109e-05,4,0,1,,12,1,1,1,2,1.8333333333333333,0.6666666666666666,1,5,1,2,2,1
BFS,8,12,26,7.731400000920985e-05,4,0,1,,12,1,1,1,2,1.8333333333333333,0.6666666666666666,1,5,3,2,0,1
BFS,8,12,27,7.20639999371997e-05,4,0,1,,12,1,1,1,2,1.8333333333333333,0.6666666666666666,1,6,2,2,1,0
BFS,8,12,28,9.135000004789617e-05,4,0,1,,12,1,1,1,2,1.8333333333333333,0.6666666666666666,1,7,1,2,0,1
BFS,8,12,29,0.0001519920000419006,4,0,1,,12,1,1,1,2,1.8333333333333333,0.6666666666666666,1,2,4,2,1,2
DFS,8,12,0,0.00022273400008998578,11,0,1,,12,1,1,1,11,1.8333333333333333,0.16666666666666666,1,3,2,1,1,4
DFS,8,12,1,0.00011364099998445454,11,0,1,,12,1,1,1,11,1.8333333333333333,0.16666666666666666,1,4,2,1,3,1
DFS,8,12,2,0.00011579500005609589,11,0,1,,12,1,1,1,11,1.8333333333333333,0.16666666666666666,1,5,3,1,0,2
DFS,8,12,3,0.00010247099999105558,11,0,1,,12,1,1,1,11,1.8333333333333333,0.16666666666666666,1,6,3,1,0,1
DFS,8,12,4,9.870300004877208e-05,11,0,1,,12,1,1,1,11,1.8333333333333333,0.16666666666666666,1,8,2,1,0,0
DFS,8,12,5,9.264200002689904e-05,11,0,1,,12,1,1,1,11,1.8333333333333333,0.16666666666666666,1,4,2,1,2,2
DFS,8,12,6,9.497700000338227e-05,11,0,1,,12,1,1,1,11,1.8333333333333333,0.16666666666666666,1,4,3,1,1,2
DFS,8,12,7,9.658999999828666e-05,11,0,1,,12,1,1,1,11,1.8333333333333333,0.16666666666666666,1,4,3,1,0,3
DFS,8,12,8,9.130000000823202e-05,11,0,1,,12,1,1,1,11,1.8333333333333333,0.16666666666666666,1,5,3,1,2,0
DFS,8,12,9,9.510699999282224e-05,11,0,1,,12,1,1,1,11,1.8333333333333333,0.16666666666666666,1,6,4,1,0,0
DFS,8,12,10,0.00011159700000007433,11,0,1,,12,1,1,1,11,1.8333333333333333,0.16666666666666666,1,6,3,1,1,0
DFS,8,12,11,0.00010545600002842548,11,0,1,,12,1,1,1,11,1.8333333333333333,0.16666666666666666,1,4,1,1,4,1
DFS,8,12,12,9.621900005640782e-05,11,0,1,,12,1,1,1,11,1.8333333333333333,0.16666666666666666,1,6,1,1,2,1
DFS,8,12,13,0.00010211000005710957,11,0,1,,12,1,1,1,11,1.8333333333333333,0.16666666666666666,1,6,2,1,1,1
DFS,8,12,14,9.246199999779492e-05,11,0,1,,12,1,1,1,11,1.8333333333333333,0.16666666666666666,1,5,2,1,2,1
DFS,8,12,15,0.00011622599993188487,11,0,1,,12,1,1,1,11,1.8333333333333333,0.16666666666666666,1,7,2,1,1,0
DFS,8,12,16,9.947500007001508e-05,11,0,1,,12,1,1,1,11,1.8333333333333333,0.16666666666666666,1,7,2,1,1,0
DFS,8,12,17,0.00010169899996981258,11,0,1,,12,1,1,1,11,1.8333333333333333,0.16666666666666666,1,5,4,1,0,1
DFS,8,12,18,9.201099999245343e-05,11,0,1,,12,1,1,1,11,1.8333333333333333,0.16666666666666666,1,4,3,1,2,1
DFS,8,12,19,9.625900008813915e-05,11,0,1,,12,1,1,1,11,1.8333333333333333,0.16666666666666666,1,4,3,1,0,3
DFS,8,12,20,9.509699998488941e-05,11,0,1,,12,1,1,1,11,1.8333333333333333,0.16666666666666666,1,4,6,1,0,0
DFS,8,12,21,0.00010255100005451823,11,0,1,,12,1,1,1,11,1.8333333333333333,0.16666666666666666,1,6,1,1,1,2
DFS,8,12,22,9.52679999954853e-05,11,0,1,,12,1,1,1,11,1.8333333333333333,0.16666666666666666,1,6,2,1,1,1
DFS,8,12,23,0.0001014890000305968,11,0,1,,12,1,1,1,11,1.8333333333333333,0.16666666666666666,1,6,4,1,0,0
DFS,8,12,24,0.00010946299994429864,11,0,1,,12,1,1,1,11,1.8333333333333333,0.16666666666666666,1,8,1,1,0,1
DFS,8,12,25,0.00011264900001606293,11,0,1,,12,1,0,0,11,1.8333333333333333,0.16666666666666666,1,6,0,1,0,4
DFS,8,12,26,9.77019999481854e-05,11,0,1,,12,1,1,1,11,1.8333333333333333,0.16666666666666666,1,5,2,1,1,2
DFS,8,12,27,9.689000000889791e-05,11,0,1,,12,1,1,1,11,1.8333333333333333,0.16666666666666666,1,5,2,1,2,1
DFS,8,12,28,0.00011023500007922848,11,0,1,,12,1,1,1,11,1.8333333333333333,0.16666666666666666,1,7,1,1,1,1
DFS,8,12,29,9.86439999905997e-05,11,0,1,,12,1,1,1,11,1.8333333333333333,0.16666666666666666,1,4,2,1,1,3
Greedy,8,12,0,0.0003857469999957175,102,0,1,,12,1,0,0,10,1.8333333333333333,0.25,1,7,0,1,0,3
Greedy,8,12,1,0.0004183080000075279,109,0,1,,12,1,1,1,7,1.8333333333333333,0.25,1,3,2,1,2,3
Greedy,8,12,2,0.00035373799994431465,92,0,1,,12,1,1,1,9,2.0,0.16666666666666666,1,5,1,1,0,4
Greedy,8,12,3,0.0004245100000161983,107,0,1,,12,1,1,1,9,1.8333333333333333,0.25,1,4,3,1,1,2
Greedy,8,12,4,0.00040138699989711313,102,0,1,,12,1,1,1,10,1.8333333333333333,0.25,1,7,2,1,0,1
Greedy,8,12,5,0.00038419499992414785,100,0,1,,12,1,1,1,4,2.0,0.25,1,4,3,1,1,2
Greedy,8,12,6,0.0004023289999395274,107,0,1,,12,1,1,1,11,1.8333333333333333,0.16666666666666666,1,7,1,1,1,1
Greedy,8,12,7,0.00039734899996801687,94,0,1,,12,1,1,1,10,1.8333333333333333,0.25,1,4,4,1,1,1
Greedy,8,12,8,0.0004040310000164027,103,0,1,,12,1,1,1,11,1.8333333333333333,0.16666666666666666,1,5,3,1,0,2
Greedy,8,12,9,0.00041355899998052337,115,0,1,,12,1,1,1,10,1.8333333333333333,0.25,1,8,1,1,0,1
Greedy,8,12,10,0.0004331150000780326,116,0,1,,12,1,1,1,5,1.8333333333333333,0.4166666666666667,1,3,5,1,2,0
Greedy,8,12,11,0.00038650900000902766,105,0,1,,12,1,1,1,6,1.8333333333333333,0.3333333333333333,1,5,3,1,1,1
Greedy,8,12,12,0.00038179000000582164,106,0,1,,12,1,1,1,9,2.0,0.16666666666666666,1,4,5,1,1,0
Greedy,8,12,13,0.0004124670000464903,121,0,1,,12,1,1,1,7,1.8333333333333333,0.25,1,6,2,1,1,1
Greedy,8,12,14,0.00041203600005701446,101,0,1,,12,1,1,1,6,1.8333333333333333,0.25,1,6,2,1,1,1
Greedy,8,12,15,0.0003716410000151882,103,0,1,,12,1,1,1,5,1.8333333333333333,0.4166666666666667,1,5,1,1,3,1
Greedy,8,12,16,0.00034823800001504424,83,0,1,,12,1,1,1,6,2.1666666666666665,0.25,1,8,1,1,1,0
Greedy,8,12,17,0.0003927410000414966,110,0,1,,12,1,1,1,7,2.0,0.25,1,6,1,1,0,3
Greedy,8,12,18,0.0003742459999784842,99,0,1,,12,1,1,1,8,1.8333333333333333,0.4166666666666667,1,4,3,1,2,1
Greedy,8,12,19,0.0003851459999850704,100,0,1,,12,1,1,1,6,1.8333333333333333,0.25,1,5,2,1,2,1
Greedy,8,12,20,0.000383472999942569,99,0,1,,12,1,1,1,6,1.8333333333333333,0.3333333333333333,1,6,3,1,0,1
Greedy,8,12,21,0.00035936799997671187,97,0,1,,12,1,1,1,7,1.8333333333333333,0.3333333333333333,1,7,2,1,0,1
Greedy,8,12,22,0.0004039010000269627,100,0,1,,12,1,1,1,9,2.0,0.16666666666666666,1,9,1,1,0,0
Greedy,8,12,23,0.0003753780000579354,97,0,1,,12,1,1,1,11,1.8333333333333333,0.16666666666666666,1,7,1,1,2,0
Greedy,8,12,24,0.0003731240000206526,99,0,1,,12,1,0,0,7,1.8333333333333333,0.25,1,6,0,1,3,1
Greedy,8,12,25,0.00040605500009860407,91,0,1,,12,1,1,1,11,1.8333333333333333,0.16666666666666666,1,5,3,1,1,1
Greedy,8,12,26,0.00036276499997711653,96,0,1,,12,1,1,1,3,2.0,0.25,1,4,3,1,1,2
Greedy,8,12,27,0.00040803899992170045,113,0,1,,12,1,1,1,7,1.8333333333333333,0.25,1,6,1,1,1,2
Greedy,8,12,28,0.0003821709999556333,90,0,1,,12,1,1,1,6,2.1666666666666665,0.25,1,7,1,1,1,1
Greedy,8,12,29,0.00040296899999248126,111,0,1,,12,1,1,1,9,1.8333333333333333,0.3333333333333333,1,5,3,1,1,1
CSP,8,20,0,0.0010429100000237668,21,0,1,,20,1,1,1,4,3.0,0.0,1,13,2,1,2,1
CSP,8,20,1,0.0010087260000091192,21,0,1,,20,1,1,1,5,3.0,0.0,1,13,2,1,2,1
CSP,8,20,2,0.001046846999997797,21,0,1,,20,1,1,1,5,3.0,0.0,1,13,2,1,2,1
CSP,8,20,3,0.0010029149999581932,21,0,1,,20,1,1,1,5,3.0,0.0,1,14,2,1,2,0
CSP,8,20,4,0.0010123429999566724,21,0,1,,20,1,1,1,5,3.0,0.0,1,13,2,1,2,1
CSP,8,20,5,0.0009731200000260287,21,0,1,,20,1,1,1,5,3.0,0.0,1,13,2,1,2,1
CSP,8,20,6,0.0010197259999813468,21,0,1,,20,1,1,1,5,3.0,0.0,1,13,2,1,2,1
CSP,8,20,7,0.000986905999980081,21,0,1,,20,1,1,1,5,3.0,0.0,1,13,2,1,2,1
CSP,8,20,8,0.0010025249999898733,21,0,1,,20,1,1,1,5,3.0,0.0,1,13,2,1,2,1
CSP,8,20,9,0.0010274410000192802,21,0,1,,20,1,1,1,4,3.0,0.0,1,14,2,1,2,0
CSP,8,20,10,0.0009938680000232125,21,0,1,,20,1,1,1,4,3.0,0.0,1,14,2,1,1,1
CSP,8,20,11,0.0014743919999773425,21,0,1,,20,1,1,1,4,3.0,0.0,1,13,2,1,2,1
CSP,8,20,12,0.0009610580000298796,21,0,1,,20,1,1,1,5,3.0,0.0,1,13,2,1,2,1
CSP,8,20,13,0.0010126330000730377,21,0,1,,20,1,1,1,4,3.0,0.0,1,13,2,1,2,1
CSP,8,20,14,0.0009615280000616622,21,0,1,,20,1,1,1,5,3.0,0.0,1,13,2,1,2,1
CSP,8,20,15,0.0010200070000792039,21,0,1,,20,1,1,1,5,3.0,0.0,1,13,2,1,2,1
CSP,8,20,16,0.0009853229998952884,21,0,1,,20,1,1,1,5,3.0,0.0,1,13,2,1,2,1
CSP,8,20,17,0.0009531020000395074,21,0,1,,20,1,1,1,4,3.0,0.0,1,13,2,1,2,1
CSP,8,20,18,0.0010376500000575106,21,0,1,,20,1,1,1,4,3.0,0.0,1,13,2,1,2,1
CSP,8,20,19,0.0009696930000018256,21,0,1,,20,1,1,1,5,3.0,0.0,1,13,2,1,2,1
CSP,8,20,20,0.0010361069998907624,21,0,1,,20,1,1,1,5,3.0,0.0,1,13,2,1,2,1
CSP,8,20,21,0.0010265990000561942,21,0,1,,20,1,1,1,5,3.0,0.0,1,13,2,1,2,1
CSP,8,20,22,0.0009990080000079615,21,0,1,,20,1,1,1,5,3.0,0.0,1,13,2,1,2,1
CSP,8,20,23,0.0009915139999066014,21,0,1,,20,1,1,1,5,3.0,0.0,1,13,2,1,2,1
CSP,8,20,24,0.0009834190000219678,21,0,1,,20,1,1,1,5,3.0,0.0,1,13,2,1,2,1
CSP,8,20,25,0.0010668349999605198,21,0,1,,20,1,1,1,5,3.0,0.0,1,14,2,1,1,1
CSP,8,20,26,0.0009846310000511949,21,0,1,,20,1,1,1,4,3.0,0.0,1,13,2,1,2,1
CSP,8,20,27,0.0010715229999505027,21,0,1,,20,1,1,1,5,3.0,0.0,1,13,2,1,2,1
CSP,8,20,28,0.0010588300000335948,21,0,1,,20,1,1,1,5,3.0,0.0,1,13,2,1,2,1
CSP,8,20,29,0.0010097980000409734,21,0,1,,20,1,1,1,5,3.0,0.0,1,13,2,1,2,1
BFS,8,20,0,0.0001322960000607054,9,0,1,,20,1,1,1,3,1.9,0.55,1,7,4,2,2,4
BFS,8,20,1,0.00016656999991937482,9,0,1,,20,1,1,1,3,1.9,0.55,1,8,1,2,5,3
BFS,8,20,2,0.00013505100002930703,9,0,1,,20,1,1,1,3,1.9,0.55,1,6,5,2,2,4
BFS,8,20,3,0.00013049300002876407,9,0,1,,20,1,1,1,3,1.9,0.55,1,11,3,2,2,1
BFS,8,20,4,0.00012007299994820642,9,0,1,,20,1,1,1,3,1.9,0.55,1,10,3,2,2,2
BFS,8,20,5,0.00012205699999867647,9,0,1,,20,1,1,1,3,1.9,0.55,1,10,3,2,3,1
BFS,8,20,6,0.00012641499995424965,9,0,1,,20,1,0,0,3,1.9,0.55,1,12,0,2,3,2
BFS,8,20,7,0.00013091400001030706,9,0,1,,20,1,1,1,3,1.9,0.55,1,12,1,2,0,4
BFS,8,20,8,0.00011839000001145905,9,0,1,,20,1,1,1,3,1.9,0.55,1,12,1,2,4,0
BFS,8,20,9,0.0001276279999729013,9,0,1,,20,1,1,1,3,1.9,0.55,1,10,4,2,2,1
BFS,8,20,10,0.00013572199998179713,9,0,1,,20,1,1,1,3,1.9,0.55,1,8,4,2,4,1
BFS,8,20,11,0.00013372900002650567,9,0,1,,20,1,1,1,3,1.9,0.55,1,9,3,2,3,2
BFS,8,20,12,0.00016526699994301453,9,0,1,,20,1,1,1,3,1.9,0.55,1,9,5,2,1,2
BFS,8,20,13,0.00018147699995552102,9,0,1,,20,1,1,1,3,1.9,0.55,1,11,3,2,2,1
BFS,8,20,14,0.00014627200005179475,9,0,1,,20,1,1,1,3,1.9,0.55,1,9,5,2,1,2
BFS,8,20,15,0.00012506200005191204,9,0,1,,20,1,1,1,3,1.9,0.55,1,8,4,2,3,2
BFS,8,20,16,0.00012799900002846698,9,0,1,,20,1,1,1,3,1.9,0.55,1,11,3,2,1,2
BFS,8,20,17,0.00012579400004142371,9,0,1,,20,1,1,1,3,1.9,0.55,1,8,4,2,1,4
BFS,8,20,18,0.00011997299998256494,9,0,1,,20,1,1,1,3,1.9,0.55,1,9,3,2,3,2
BFS,8,20,19,0.00012036400005399628,9,0,1,,20,1,1,1,3,1.9,0.55,1,10,5,2,0,2
BFS,8,20,20,0.00013295700000526267,9,0,1,,20,1,1,1,3,1.9,0.55,1,11,4,2,1,1
BFS,8,20,21,0.00012126500007525465,9,0,1,,20,1,1,1,3,1.9,0.55,1,11,2,2,3,1
BFS,8,20,22,0.0001306130000102712,9,0,1,,20,1,1,1,3,1.9,0.55,1,9,5,2,1,2
BFS,8,20,23,0.0001368340000453827,9,0,1,,20,1,1,1,3,1.9,0.55,1,9,5,2,2,1
BFS,8,20,24,0.00015182300001015392,9,0,1,,20,1,1,1,3,1.9,0.55,1,13,1,2,1,2
BFS,8,20,25,0.00013678499999514315,9,0,1,,20,1,1,1,3,1.9,0.55,1,7,3,2,3,4
BFS,8,20,26,0.0001577329999236099,9,0,1,,20,1,1,1,3,1.9,0.55,1,8,8,2,0,1
BFS,8,20,27,0.00012319900008606055,9,0,1,,20,1,1,1,3,1.9,0.55,1,12,2,2,2,1
BFS,8,20,28,0.00012545300000965653,9,0,1,,20,1,1,1,3,1.9,0.55,1,13,3,2,0,1
BFS,8,20,29,0.00012165600003299915,9,0,1,,20,1,1,1,3,1.9,0.55,1,7,6,2,1,3
DFS,8,20,0,0.00020511200000328245,19,0,1,,20,1,1,1,19,1.9,0.1,1,8,3,1,2,5
DFS,8,20,1,0.00017580700000507932,19,0,1,,20,1,1,1,19,1.9,0.1,1,7,4,1,5,2
DFS,8,20,2,0.00019508299999415613,19,0,1,,20,1,1,1,17,1.9,0.15,1,6,5,1,4,3
DFS,8,20,3,0.00017254100009722606,19,0,1,,20,1,1,1,19,1.9,0.1,1,12,4,1,0,2
DFS,8,20,4,0.0002130169999645659,19,0,1,,20,1,1,1,19,1.9,0.1,1,14,2,1,0,2
DFS,8,20,5,0.00017100800005209749,19,0,1,,20,1,1,1,19,1.9,0.1,1,9,4,1,3,2
DFS,8,20,6,0.00016150999999808846,19,0,1,,20,1,1,1,19,1.9,0.1,1,10,5,1,1,2
DFS,8,20,7,0.00018482300004052377,19,0,1,,20,1,1,1,17,1.9,0.15,1,8,6,1,1,3
DFS,8,20,8,0.0001838919999954669,19,0,1,,20,1,1,1,19,1.9,0.1,1,7,5,1,4,2
DFS,8,20,9,0.0001594469999872672,19,0,1,,20,1,1,1,11,1.9,0.15,1,11,6,1,1,0
DFS,8,20,10,0.00015007900003638497,19,0,1,,20,1,1,1,19,1.9,0.1,1,9,6,1,2,1
DFS,8,20,11,0.00019638499998109182,19,0,1,,20,1,1,1,19,1.9,0.1,1,9,3,1,5,1
DFS,8,20,12,0.00015638100001069688,19,0,1,,20,1,1,1,19,1.9,0.1,1,9,4,1,3,2
DFS,8,20,13,0.00016921500002808898,19,0,1,,20,1,1,1,19,1.9,0.1,1,9,3,1,3,3
DFS,8,20,14,0.00014621200000419776,19,0,1,,20,1,1,1,19,1.9,0.1,1,11,3,1,2,2
DFS,8,20,15,0.00016554800004087156,19,0,1,,20,1,1,1,19,1.9,0.1,1,13,4,1,1,0
DFS,8,20,16,0.00024555699997108604,19,0,1,,20,1,1,1,19,1.9,0.1,1,11,2,1,4,1
DFS,8,20,17,0.00015527900006873097,19,0,1,,20,1,1,1,18,1.9,0.15,1,10,7,1,0,1
DFS,8,20,18,0.0001845540000431356,19,0,1,,20,1,1,1,18,1.9,0.15,1,7,4,1,2,5
DFS,8,20,19,0.00017645900004481518,19,0,1,,20,1,1,1,19,1.9,0.1,1,10,4,1,0,4
DFS,8,20,20,0.00014781499999116932,19,0,1,,20,1,1,1,19,1.9,0.1,1,10,6,1,1,1
DFS,8,20,21,0.00015193199999430362,19,0,1,,20,1,1,1,19,1.9,0.1,1,10,2,1,2,4
