algo,grid,n_rooms,seed,time_s,nodes_explored,backtracks,succeeded,error,rooms_built,connected,has_key,solvable,start_boss_dist,branching,dead_end_ratio,n_start,n_normal,n_treasure,n_boss,n_trap,n_merchant
DFS,8,20,22,0.00016525800003819313,19,0,1,,20,1,1,1,19,1.9,0.1,1,8,4,1,2,4
DFS,8,20,23,0.00021792500001538428,19,0,1,,20,1,1,1,19,1.9,0.1,1,11,4,1,1,2
DFS,8,20,24,0.00017461499999171792,19,0,1,,20,1,1,1,19,1.9,0.1,1,10,2,1,3,3
DFS,8,20,25,0.00015548900000794674,19,0,1,,20,1,1,1,18,1.9,0.15,1,9,3,1,1,5
DFS,8,20,26,0.00016276300004847144,19,0,1,,20,1,1,1,19,1.9,0.1,1,9,5,1,1,3
DFS,8,20,27,0.00015185199993084098,19,0,1,,20,1,1,1,19,1.9,0.1,1,9,4,1,4,1
DFS,8,20,28,0.00015585899996040098,19,0,1,,20,1,1,1,19,1.9,0.1,1,12,3,1,2,1
DFS,8,20,29,0.00016088900008526252,19,0,1,,20,1,1,1,19,1.9,0.1,1,7,5,1,2,4
Greedy,8,20,0,0.0009597749999556981,219,0,1,,20,1,1,1,17,1.9,0.2,1,14,1,1,0,3
Greedy,8,20,1,0.0008660499998995874,229,0,1,,20,1,1,1,10,1.9,0.2,1,7,5,1,2,4
Greedy,8,20,2,0.0008354039999858287,194,0,1,,20,1,1,1,16,2.0,0.15,1,11,2,1,1,4
Greedy,8,20,3,0.0008512230000405907,228,0,1,,20,1,1,1,14,2.0,0.2,1,7,6,1,1,4
Greedy,8,20,4,0.0008491999999478139,219,0,1,,20,1,1,1,17,1.9,0.2,1,10,7,1,0,1
Greedy,8,20,5,0.0009901319999698899,222,0,1,,20,1,1,1,7,2.0,0.25,1,8,5,1,2,3
Greedy,8,20,6,0.0009089410000342468,234,0,1,,20,1,1,1,17,1.9,0.2,1,10,3,1,3,2
Greedy,8,20,7,0.0009012760000359776,201,0,1,,20,1,1,1,17,1.9,0.2,1,8,6,1,2,2
Greedy,8,20,8,0.0009195710000540203,225,0,1,,20,1,1,1,13,1.9,0.2,1,7,6,1,2,3
Greedy,8,20,9,0.0008877809999603414,243,0,1,,20,1,1,1,17,1.9,0.2,1,11,4,1,1,2
Greedy,8,20,10,0.0009033600000520892,231,0,1,,20,1,1,1,8,1.9,0.3,1,6,6,1,5,1
Greedy,8,20,11,0.0008416650000526715,222,0,1,,20,1,1,1,9,1.9,0.25,1,6,5,1,5,2
Greedy,8,20,12,0.0009712769999623561,219,0,1,,20,1,1,1,15,2.0,0.2,1,6,9,1,2,1
Greedy,8,20,13,0.0009911439999541471,244,0,1,,20,1,1,1,10,1.9,0.25,1,12,4,1,1,1
Greedy,8,20,14,0.0008928199999900244,210,0,1,,20,1,1,1,13,1.9,0.2,1,10,5,1,1,2
Greedy,8,20,15,0.0008128220000571673,206,0,1,,20,1,1,1,12,1.9,0.3,1,7,2,1,7,2
Greedy,8,20,16,0.0007510369999863542,174,0,1,,20,1,1,1,14,2.1,0.15,1,13,2,1,3,0
Greedy,8,20,17,0.0008566530000280181,227,0,1,,20,1,1,1,15,2.0,0.2,1,12,2,1,0,4
Greedy,8,20,18,0.0007997970000133137,214,0,1,,20,1,1,1,16,1.9,0.25,1,9,3,1,3,3
Greedy,8,20,19,0.0009027390000255764,210,0,1,,20,1,1,1,12,1.9,0.25,1,11,3,1,2,2
Greedy,8,20,20,0.0007867240000223319,204,0,1,,20,1,1,1,12,1.9,0.3,1,10,5,1,1,2
Greedy,8,20,21,0.0009103930000264882,207,0,1,,20,1,1,1,14,1.9,0.25,1,13,4,1,0,1
Greedy,8,20,22,0.0007967209999151237,212,0,1,,20,1,1,1,7,2.1,0.15,1,16,1,1,0,1
Greedy,8,20,23,0.0008280900000272595,211,0,1,,20,1,1,1,19,1.9,0.1,1,12,3,1,3,0
Greedy,8,20,24,0.0008224399999789966,210,0,1,,20,1,1,1,18,1.9,0.15,1,11,2,1,3,2
Greedy,8,20,25,0.0008218680000027234,195,0,1,,20,1,1,1,17,2.0,0.15,1,10,5,1,1,2
Greedy,8,20,26,0.0007879150000462687,200,0,1,,20,1,1,1,11,2.0,0.15,1,8,5,1,2,3
Greedy,8,20,27,0.0009366119999185685,233,0,1,,20,1,1,1,12,1.9,0.15,1,10,3,1,1,4
Greedy,8,20,28,0.0008314560000144411,185,0,1,,20,1,1,1,15,2.1,0.15,1,9,4,1,1,4
Greedy,8,20,29,0.0009547059999022167,233,0,1,,20,1,1,1,6,1.9,0.25,1,8,5,1,4,1
CSP,10,25,0,0.0016123989998959587,26,0,1,,25,1,1,1,4,3.12,0.0,1,18,2,1,2,1
CSP,10,25,1,0.0014537939999854643,26,0,1,,25,1,1,1,3,3.12,0.0,1,18,2,1,2,1
CSP,10,25,2,0.0015169109999533248,26,0,1,,25,1,1,1,4,3.12,0.0,1,18,2,1,2,1
CSP,10,25,3,0.0016443690000187416,26,0,1,,25,1,1,1,3,3.12,0.0,1,18,2,1,2,1
CSP,10,25,4,0.0014625999999680062,26,0,1,,25,1,1,1,4,3.12,0.0,1,18,2,1,2,1
CSP,10,25,5,0.0014084289999800603,26,0,1,,25,1,1,1,4,3.12,0.0,1,18,2,1,2,1
CSP,10,25,6,0.0015029450000838551,26,0,1,,25,1,1,1,4,3.12,0.0,1,18,2,1,2,1
CSP,10,25,7,0.0016197620000184543,26,0,1,,25,1,1,1,4,3.12,0.0,1,18,2,1,2,1
CSP,10,25,8,0.0014459589999660238,26,0,1,,25,1,1,1,4,3.12,0.0,1,18,2,1,2,1
CSP,10,25,9,0.0014948000000458705,26,0,1,,25,1,1,1,3,3.12,0.0,1,18,2,1,2,1
CSP,10,25,10,0.0014462789999925008,26,0,1,,25,1,1,1,4,3.12,0.0,1,18,2,1,2,1
CSP,10,25,11,0.0015332820000821812,26,0,1,,25,1,1,1,3,3.12,0.0,1,18,2,1,2,1
CSP,10,25,12,0.0015771729999869422,26,0,1,,25,1,1,1,3,3.12,0.0,1,18,2,1,2,1
CSP,10,25,13,0.0014451079999844296,26,0,1,,25,1,1,1,4,3.12,0.0,1,18,2,1,2,1
CSP,10,25,14,0.0014740410000513293,26,0,1,,25,1,1,1,4,3.12,0.0,1,18,2,1,2,1
CSP,10,25,15,0.001498235999974895,26,0,1,,25,1,1,1,3,3.12,0.0,1,18,2,1,2,1
CSP,10,25,16,0.0015819320000218795,26,0,1,,25,1,1,1,4,3.12,0.0,1,18,2,1,2,1
CSP,10,25,17,0.0014583019999463431,26,0,1,,25,1,1,1,3,3.12,0.0,1,18,2,1,2,1
CSP,10,25,18,0.0014816960000416657,26,0,1,,25,1,1,1,4,3.12,0.0,1,18,2,1,2,1
CSP,10,25,19,0.0016016690000242306,26,0,1,,25,1,1,1,4,3.12,0.0,1,18,2,1,2,1
CSP,10,25,20,0.0015442820000544089,26,0,1,,25,1,1,1,4,3.12,0.0,1,18,2,1,2,1
CSP,10,25,21,0.001470595000000685,26,0,1,,25,1,1,1,4,3.12,0.0,1,18,2,1,2,1
CSP,10,25,22,0.0014939480000748517,26,0,1,,25,1,1,1,4,3.12,0.0,1,18,2,1,2,1
CSP,10,25,23,0.0014575200000308541,26,0,1,,25,1,1,1,4,3.12,0.0,1,18,2,1,2,1
CSP,10,25,24,0.0015355859999317545,26,0,1,,25,1,1,1,3,3.12,0.0,1,18,2,1,2,1
CSP,10,25,25,0.0016035019999662836,26,0,1,,25,1,1,1,4,3.12,0.0,1,18,2,1,2,1
CSP,10,25,26,0.0014266230000430369,26,0,1,,25,1,1,1,4,3.12,0.0,1,18,2,1,2,1
CSP,10,25,27,0.0015140149999979258,26,0,1,,25,1,1,1,4,3.12,0.0,1,18,2,1,2,1
CSP,10,25,28,0.0016387980000445168,26,0,1,,25,1,1,1,4,3.12,0.0,1,18,2,1,2,1
CSP,10,25,29,0.0015697589999490447,26,0,1,,25,1,1,1,4,3.12,0.0,1,18,2,1,2,1
BFS,10,25,0,0.00018285999999534397,13,0,1,,25,1,1,1,3,1.92,0.48,1,12,4,2,2,4
BFS,10,25,1,0.00017543700005262508,13,0,1,,25,1,1,1,3,1.92,0.48,1,11,1,2,5,5
BFS,10,25,2,0.00017010599992772768,13,0,1,,25,1,1,1,3,1.92,0.48,1,6,6,2,5,5
BFS,10,25,3,0.00016592800000125862,13,0,1,,25,1,1,1,3,1.92,0.48,1,12,5,2,2,3
BFS,10,25,4,0.00016262300005109864,13,0,1,,25,1,1,1,3,1.92,0.48,1,13,4,2,3,2
BFS,10,25,5,0.0001700960000334817,13,0,1,,25,1,1,1,3,1.92,0.48,1,12,6,2,3,1
BFS,10,25,6,0.00016163100008270703,13,0,1,,25,1,0,0,3,1.92,0.48,1,17,0,2,3,2
BFS,10,25,7,0.00017357299998366216,13,0,1,,25,1,1,1,3,1.92,0.48,1,14,2,2,2,4
BFS,10,25,8,0.00015190299995992973,13,0,1,,25,1,1,1,3,1.92,0.48,1,15,1,2,4,2
BFS,10,25,9,0.00017381399993610103,13,0,1,,25,1,1,1,3,1.92,0.48,1,15,4,2,2,1
BFS,10,25,10,0.00015093100000740378,13,0,1,,25,1,1,1,3,1.92,0.48,1,11,6,2,4,1
BFS,10,25,11,0.00016601899994839187,13,0,1,,25,1,1,1,3,1.92,0.48,1,13,4,2,3,2
BFS,10,25,12,0.00016764200006491592,13,0,1,,25,1,1,1,3,1.92,0.48,1,12,6,2,1,3
BFS,10,25,13,0.0001596270000163713,13,0,1,,25,1,1,1,3,1.92,0.48,1,13,4,2,3,2
BFS,10,25,14,0.00015257399991241982,13,0,1,,25,1,1,1,3,1.92,0.48,1,13,5,2,2,2
BFS,10,25,15,0.0001861360000248169,13,0,1,,25,1,1,1,3,1.92,0.48,1,12,5,2,3,2
BFS,10,25,16,0.00015804400004526542,13,0,1,,25,1,1,1,3,1.92,0.48,1,14,4,2,2,2
BFS,10,25,17,0.0002125150000438225,13,0,1,,25,1,1,1,3,1.92,0.48,1,11,4,2,1,6
BFS,10,25,18,0.00017295199995714938,13,0,1,,25,1,1,1,3,1.92,0.48,1,12,3,2,4,3
BFS,10,25,19,0.00017269099998884485,13,0,1,,25,1,1,1,3,1.92,0.48,1,13,6,2,1,2
BFS,10,25,20,0.0001586449999422257,13,0,1,,25,1,1,1,3,1.92,0.48,1,15,4,2,2,1
BFS,10,25,21,0.00017283099998621765,13,0,1,,25,1,1,1,3,1.92,0.48,1,15,3,2,3,1
BFS,10,25,22,0.00017761000003702065,13,0,1,,25,1,1,1,3,1.92,0.48,1,12,7,2,1,2
BFS,10,25,23,0.00017913299996052956,13,0,1,,25,1,1,1,3,1.92,0.48,1,14,5,2,2,1
BFS,10,25,24,0.00020458000005874055,13,0,1,,25,1,1,1,3,1.92,0.48,1,17,1,2,1,3
BFS,10,25,25,0.00015312499999708962,13,0,1,,25,1,1,1,3,1.92,0.48,1,8,5,2,5,4
BFS,10,25,26,0.00017939400004252093,13,0,1,,25,1,1,1,3,1.92,0.48,1,10,9,2,0,3
BFS,10,25,27,0.0001662690000330258,13,0,1,,25,1,1,1,3,1.92,0.48,1,15,4,2,2,1
BFS,10,25,28,0.0001571220000187168,13,0,1,,25,1,1,1,3,1.92,0.48,1,17,3,2,0,2
BFS,10,25,29,0.00019945100007134897,13,0,1,,25,1,1,1,3,1.92,0.48,1,9,8,2,2,3
DFS,10,25,0,0.0002179449999175631,24,0,1,,25,1,1,1,20,1.92,0.12,1,13,4,1,3,3
DFS,10,25,1,0.00018540499991104298,24,0,1,,25,1,1,1,24,1.92,0.08,1,10,5,1,6,2
DFS,10,25,2,0.00019019399996977882,24,0,1,,25,1,1,1,15,1.92,0.12,1,7,7,1,4,5
DFS,10,25,3,0.00018900099996699282,24,0,1,,25,1,1,1,24,1.92,0.08,1,14,6,1,1,2
DFS,10,25,4,0.0002069949999849996,24,0,1,,25,1,1,1,24,1.92,0.08,1,16,3,1,1,3
DFS,10,25,5,0.00018700800001170137,24,0,1,,25,1,1,1,24,1.92,0.08,1,15,2,1,4,2
DFS,10,25,6,0.0002211309999893274,24,0,1,,25,1,1,1,24,1.92,0.08,1,13,6,1,1,3
DFS,10,25,7,0.00019926100003431202,24,0,1,,25,1,1,1,23,1.92,0.12,1,11,6,1,2,4
DFS,10,25,8,0.00019583400001010887,24,0,1,,25,1,1,1,13,1.92,0.12,1,10,5,1,4,4
DFS,10,25,9,0.00020930899995619257,24,0,1,,25,1,1,1,24,1.92,0.08,1,15,7,1,1,0
DFS,10,25,10,0.00019738699995741626,24,0,1,,25,1,1,1,24,1.92,0.08,1,10,8,1,3,2
DFS,10,25,11,0.0002048810000587764,24,0,1,,25,1,1,1,24,1.92,0.08,1,15,3,1,4,1
DFS,10,25,12,0.00021882700002606725,24,0,1,,25,1,1,1,23,1.92,0.12,1,12,5,1,3,3
DFS,10,25,13,0.0001974269999891476,24,0,1,,25,1,1,1,24,1.92,0.08,1,11,4,1,4,4
DFS,10,25,14,0.00018678799995086592,24,0,1,,25,1,1,1,21,1.92,0.12,1,12,4,1,4,3
DFS,10,25,15,0.00021953800001028867,24,0,1,,25,1,1,1,23,1.92,0.12,1,18,4,1,1,0
DFS,10,25,16,0.00018373199998222844,24,0,1,,25,1,1,1,22,1.92,0.16,1,17,2,1,3,1
DFS,10,25,17,0.00025169800005642173,24,0,1,,25,1,1,1,23,1.92,0.12,1,16,6,1,0,1
DFS,10,25,18,0.00019506299997829046,24,0,1,,25,1,1,1,24,1.92,0.08,1,12,4,1,4,3
DFS,10,25,19,0.00025779899999633926,24,0,1,,25,1,1,1,24,1.92,0.08,1,13,3,1,2,5
DFS,10,25,20,0.0002604539999992994,24,0,1,,25,1,1,1,24,1.92,0.08,1,14,8,1,0,1
DFS,10,25,21,0.00020170499999494496,24,0,1,,25,1,1,1,24,1.92,0.08,1,15,4,1,2,2
DFS,10,25,22,0.00019965100000263192,24,0,1,,25,1,1,1,24,1.92,0.08,1,12,7,1,1,3
DFS,10,25,23,0.00020859799997197115,24,0,1,,25,1,1,1,22,1.92,0.12,1,14,6,1,2,1
DFS,10,25,24,0.00019916999997349194,24,0,1,,25,1,1,1,23,1.92,0.12,1,15,2,1,2,4
DFS,10,25,25,0.00024004599993077136,24,0,1,,25,1,1,1,22,1.92,0.12,1,10,4,1,3,6
DFS,10,25,26,0.00020276700001886638,24,0,1,,25,1,1,1,24,1.92,0.08,1,13,7,1,1,2
DFS,10,25,27,0.00019526400001268485,24,0,1,,25,1,1,1,24,1.92,0.08,1,14,3,1,3,3
DFS,10,25,28,0.0001964549999229348,24,0,1,,25,1,1,1,24,1.92,0.08,1,15,4,1,1,3
DFS,10,25,29,0.00019952100001319195,24,0,1,,25,1,1,1,15,1.92,0.12,1,14,6,1,2,1
Greedy,10,25,0,0.0012699010000005728,321,0,1,,25,1,1,1,21,1.92,0.2,1,17,4,1,0,2
Greedy,10,25,1,0.0013779930000055174,376,0,1,,25,1,1,1,19,2.0,0.2,1,14,4,1,2,3
Greedy,10,25,2,0.001261956000007558,345,0,1,,25,1,1,1,19,2.0,0.16,1,11,4,1,5,3
Greedy,10,25,3,0.0012819840000020122,319,0,1,,25,1,1,1,17,2.0,0.16,1,15,4,1,0,4
Greedy,10,25,4,0.0012312800000700008,318,0,1,,25,1,1,1,15,1.92,0.24,1,11,6,1,4,2
Greedy,10,25,5,0.001155669000013404,297,0,1,,25,1,1,1,12,2.08,0.24,1,10,6,1,3,4
Greedy,10,25,6,0.001350461000015457,360,0,1,,25,1,1,1,21,1.92,0.16,1,15,5,1,1,2
Greedy,10,25,7,0.00118626599999061,301,0,1,,25,1,1,1,20,1.92,0.24,1,13,4,1,4,2
Greedy,10,25,8,0.0013182110000116154,354,0,1,,25,1,1,1,11,2.0,0.2,1,11,6,1,3,3
Greedy,10,25,9,0.0014456789999712782,334,0,1,,25,1,1,1,17,1.92,0.24,1,17,4,1,0,2
Greedy,10,25,10,0.0014957910000248376,318,0,1,,25,1,1,1,12,2.0,0.2,1,10,9,1,2,2
Greedy,10,25,11,0.001590799000041443,332,0,1,,25,1,1,1,17,1.92,0.16,1,16,3,1,1,3
Greedy,10,25,12,0.0013281899999810776,378,0,1,,25,1,1,1,15,1.92,0.16,1,12,7,1,1,3
Greedy,10,25,13,0.0012525390000064363,351,0,1,,25,1,1,1,15,1.92,0.16,1,12,2,1,6,3
Greedy,10,25,14,0.001273419000085596,343,0,1,,25,1,1,1,15,1.92,0.2,1,12,5,1,0,6
Greedy,10,25,15,0.0013773910000054457,322,0,1,,25,1,1,1,14,1.92,0.24,1,6,13,1,3,1
Greedy,10,25,16,0.001483448999920256,355,0,1,,25,1,1,1,16,2.08,0.16,1,13,6,1,1,3
Greedy,10,25,17,0.0013163779999558756,349,0,1,,25,1,1,1,21,1.92,0.2,1,13,6,1,0,4
Greedy,10,25,18,0.0013208269999722688,368,0,1,,25,1,1,1,10,1.92,0.2,1,11,8,1,1,3
Greedy,10,25,19,0.0014722180000035223,317,0,1,,25,1,1,1,21,1.92,0.2,1,11,8,1,2,2
Greedy,10,25,20,0.0013460029999805556,350,0,1,,25,1,1,1,19,2.0,0.2,1,13,6,1,3,1
Greedy,10,25,21,0.0012690700000348443,349,0,1,,25,1,1,1,18,1.92,0.2,1,13,7,1,0,3
Greedy,10,25,22,0.0014094409999643176,333,0,1,,25,1,1,1,16,2.0,0.16,1,16,3,1,2,2
Greedy,10,25,23,0.00124157900006594,331,0,1,,25,1,1,1,17,1.92,0.16,1,15,3,1,3,2
Greedy,10,25,24,0.0013323480000053678,300,0,1,,25,1,1,1,19,2.0,0.2,1,10,7,1,5,1
Greedy,10,25,25,0.0012829160000364936,297,0,1,,25,1,1,1,17,2.0,0.16,1,13,2,1,5,3
Greedy,10,25,26,0.0013094749999709165,343,0,1,,25,1,1,1,16,1.92,0.24,1,11,5,1,4,3
Greedy,10,25,27,0.0012183459999732804,326,0,1,,25,1,1,1,18,2.08,0.2,1,14,4,1,3,2
Greedy,10,25,28,0.0011304319999680956,296,0,1,,25,1,1,1,16,2.08,0.12,1,11,7,1,3,2
Greedy,10,25,29,0.0012322320000066611,335,0,1,,25,1,1,1,10,2.0,0.16,1,15,5,1,1,2
CSP,12,35,0,0.0025042869999651884,36,0,1,,35,1,1,1,4,3.3142857142857145,0.0,1,28,2,1,2,1
CSP,12,35,1,0.0023403730000381984,36,0,1,,35,1,1,1,4,3.3142857142857145,0.0,1,28,2,1,2,1
CSP,12,35,2,0.002306169000007685,36,0,1,,35,1,1,1,3,3.3142857142857145,0.0,1,28,2,1,2,1
CSP,12,35,3,0.002530185000068741,36,0,1,,35,1,1,1,4,3.3142857142857145,0.0,1,28,2,1,2,1
CSP,12,35,4,0.0023839729999508563,36,0,1,,35,1,1,1,4,3.3142857142857145,0.0,1,28,2,1,2,1
CSP,12,35,5,0.002457349999986036,36,0,1,,35,1,1,1,3,3.3142857142857145,0.0,1,28,2,1,2,1
CSP,12,35,6,0.0024970440000515737,36,0,1,,35,1,1,1,4,3.3142857142857145,0.0,1,28,2,1,2,1
CSP,12,35,7,0.002380618000074719,36,0,1,,35,1,1,1,4,3.3142857142857145,0.0,1,28,2,1,2,1
CSP,12,35,8,0.0023634560000118654,36,0,1,,35,1,1,1,3,3.3142857142857145,0.0,1,28,2,1,2,1
CSP,12,35,9,0.0023898239999198267,36,0,1,,35,1,1,1,4,3.3142857142857145,0.0,1,28,2,1,2,1
CSP,12,35,10,0.002391987999999401,36,0,1,,35,1,1,1,4,3.3142857142857145,0.0,1,28,2,1,2,1
CSP,12,35,11,0.002589916999909292,36,0,1,,35,1,1,1,4,3.3142857142857145,0.0,1,28,2,1,2,1
CSP,12,35,12,0.002516220000075009,36,0,1,,35,1,1,1,3,3.3142857142857145,0.0,1,28,2,1,2,1
CSP,12,35,13,0.002534603999947649,36,0,1,,35,1,1,1,4,3.3142857142857145,0.0,1,28,2,1,2,1
CSP,12,35,14,0.002454364999948666,36,0,1,,35,1,1,1,4,3.3142857142857145,0.0,1,28,2,1,2,1
CSP,12,35,15,0.002368954999951711,36,0,1,,35,1,1,1,4,3.3142857142857145,0.0,1,28,2,1,2,1
CSP,12,35,16,0.002485082000021066,36,0,1,,35,1,1,1,4,3.3142857142857145,0.0,1,28,2,1,2,1
CSP,12,35,17,0.0022973719999299647,36,0,1,,35,1,1,1,4,3.3142857142857145,0.0,1,28,2,1,2,1
CSP,12,35,18,0.002336133999961021,36,0,1,,35,1,1,1,4,3.3142857142857145,0.0,1,28,2,1,2,1
CSP,12,35,19,0.0027484409999942727,36,0,1,,35,1,1,1,3,3.3142857142857145,0.0,1,28,2,1,2,1
CSP,12,35,20,0.002321617999996306,36,0,1,,35,1,1,1,4,3.3142857142857145,0.0,1,28,2,1,2,1
CSP,12,35,21,0.0023870099998930527,36,0,1,,35,1,1,1,3,3.3142857142857145,0.0,1,28,2,1,2,1
CSP,12,35,22,0.0023906159999569354,36,0,1,,35,1,1,1,3,3.3142857142857145,0.0,1,28,2,1,2,1
CSP,12,35,23,0.00236817399991196,36,0,1,,35,1,1,1,4,3.3142857142857145,0.0,1,28,2,1,2,1
CSP,12,35,24,0.0023648779999803082,36,0,1,,35,1,1,1,3,3.3142857142857145,0.0,1,28,2,1,2,1
CSP,12,35,25,0.002371110000012777,36,0,1,,35,1,1,1,4,3.3142857142857145,0.0,1,28,2,1,2,1
CSP,12,35,26,0.002375778999976319,36,0,1,,35,1,1,1,3,3.3142857142857145,0.0,1,28,2,1,2,1
CSP,12,35,27,0.002369837999935953,36,0,1,,35,1,1,1,4,3.3142857142857145,0.0,1,28,2,1,2,1
CSP,12,35,28,0.002362783999956264,36,0,1,,35,1,1,1,3,3.3142857142857145,0.0,1,28,2,1,2,1
CSP,12,35,29,0.00232064600004378,36,0,1,,35,1,1,1,4,3.3142857142857145,0.0,1,28,2,1,2,1
BFS,12,35,0,0.00022843499993996375,20,0,1,,35,1,1,1,4,1.9428571428571428,0.42857142857142855,1,18,5,2,3,6
BFS,12,35,1,0.00024107800004458113,20,0,1,,35,1,1,1,4,1.9428571428571428,0.42857142857142855,1,17,3,2,6,6
BFS,12,35,2,0.00023242300005676952,20,0,1,,35,1,1,1,4,1.9428571428571428,0.42857142857142855,1,13,7,2,7,5
BFS,12,35,3,0.00023185099996680947,20,0,1,,35,1,1,1,4,1.9428571428571428,0.42857142857142855,1,15,10,2,3,4
BFS,12,35,4,0.00022052999997868028,20,0,1,,35,1,1,1,4,1.9428571428571428,0.42857142857142855,1,19,6,2,4,3
BFS,12,35,5,0.0002286559999902238,20,0,1,,35,1,1,1,4,1.9428571428571428,0.42857142857142855,1,17,9,2,4,2
BFS,12,35,6,0.0002216319999206462,20,0,1,,35,1,1,1,4,1.9428571428571428,0.42857142857142855,1,22,2,2,4,4
BFS,12,35,7,0.00021580099996754143,20,0,1,,35,1,1,1,4,1.9428571428571428,0.42857142857142855,1,18,4,2,4,6
BFS,12,35,8,0.00021556000001510256,20,0,1,,35,1,1,1,4,1.9428571428571428,0.42857142857142855,1,21,4,2,4,3
BFS,12,35,9,0.0002120550000199728,20,0,1,,35,1,1,1,4,1.9428571428571428,0.42857142857142855,1,21,6,2,4,1
BFS,12,35,10,0.0002469390000214844,20,0,1,,35,1,1,1,4,1.9428571428571428,0.42857142857142855,1,17,9,2,5,1
BFS,12,35,11,0.00023837300000195683,20,0,1,,35,1,1,1,4,1.9428571428571428,0.42857142857142855,1,17,8,2,5,2
BFS,12,35,12,0.00023554799997782538,20,0,1,,35,1,1,1,4,1.9428571428571428,0.42857142857142855,1,16,9,2,3,4
BFS,12,35,13,0.00031582700000853947,20,0,1,,35,1,1,1,4,1.9428571428571428,0.42857142857142855,1,18,6,2,5,3
BFS,12,35,14,0.0002216520000501987,20,0,1,,35,1,1,1,4,1.9428571428571428,0.42857142857142855,1,18,6,2,5,3
BFS,12,35,15,0.0002336549999881754,20,0,1,,35,1,1,1,4,1.9428571428571428,0.42857142857142855,1,19,7,2,4,2
BFS,12,35,16,0.00021622200006277126,20,0,1,,35,1,1,1,4,1.9428571428571428,0.42857142857142855,1,18,8,2,3,3
BFS,12,35,17,0.00022089099991262628,20,0,1,,35,1,1,1,4,1.9428571428571428,0.42857142857142855,1,16,7,2,2,7
BFS,12,35,18,0.00021683299996766436,20,0,1,,35,1,1,1,4,1.9428571428571428,0.42857142857142855,1,15,6,2,6,5
BFS,12,35,19,0.00026777799996580143,20,0,1,,35,1,1,1,4,1.9428571428571428,0.42857142857142855,1,20,7,2,3,2
BFS,12,35,20,0.0002358379999805038,20,0,1,,35,1,1,1,4,1.9428571428571428,0.42857142857142855,1,23,6,2,2,1
BFS,12,35,21,0.00023549799993816123,20,0,1,,35,1,1,1,4,1.9428571428571428,0.42857142857142855,1,20,7,2,3,2
BFS,12,35,22,0.00023683099993832002,20,0,1,,35,1,1,1,4,1.9428571428571428,0.42857142857142855,1,18,8,2,2,4
BFS,12,35,23,0.0002216220000264002,20,0,1,,35,1,1,1,4,1.9428571428571428,0.42857142857142855,1,18,6,2,5,3
BFS,12,35,24,0.0002191270000366785,19,0,1,,35,1,1,1,4,1.9428571428571428,0.45714285714285713,1,22,3,2,3,4
BFS,12,35,25,0.00021332699998311,20,0,1,,35,1,1,1,4,1.9428571428571428,0.42857142857142855,1,13,8,2,6,5
BFS,12,35,26,0.00022068000009767275,20,0,1,,35,1,1,1,4,1.9428571428571428,0.42857142857142855,1,16,12,2,0,4
BFS,12,35,27,0.00021623199995701725,20,0,1,,35,1,1,1,4,1.9428571428571428,0.42857142857142855,1,22,4,2,3,3
BFS,12,35,28,0.00022415700004785322,20,0,1,,35,1,1,1,4,1.9428571428571428,0.42857142857142855,1,23,4,2,1,4
BFS,12,35,29,0.00022381600001608604,20,0,1,,35,1,1,1,4,1.9428571428571428,0.42857142857142855,1,15,8,2,3,6
DFS,12,35,0,0.0002795100000412276,34,0,1,,35,1,1,1,34,1.9428571428571428,0.05714285714285714,1,21,6,1,2,4
DFS,12,35,1,0.00026588399998672685,34,0,1,,35,1,1,1,30,1.9428571428571428,0.08571428571428572,1,13,9,1,7,4
DFS,12,35,2,0.000258210999959374,34,0,1,,35,1,1,1,16,1.9428571428571428,0.08571428571428572,1,15,10,1,5,3
DFS,12,35,3,0.0002976240000407415,34,0,1,,35,1,1,1,31,1.9428571428571428,0.08571428571428572,1,15,12,1,1,5
DFS,12,35,4,0.0003203060000487312,34,0,1,,35,1,1,1,34,1.9428571428571428,0.05714285714285714,1,19,7,1,4,3
DFS,12,35,5,0.00026296900000488677,34,0,1,,35,1,1,1,34,1.9428571428571428,0.05714285714285714,1,24,2,1,5,2
DFS,12,35,6,0.00025922200006789353,34,0,1,,35,1,1,1,34,1.9428571428571428,0.05714285714285714,1,16,8,1,6,3
DFS,12,35,7,0.0002862520000235236,34,0,1,,35,1,1,1,29,1.9428571428571428,0.08571428571428572,1,16,10,1,3,4
DFS,12,35,8,0.00029576000008546544,34,0,1,,35,1,1,1,34,1.9428571428571428,0.05714285714285714,1,18,11,1,3,1
DFS,12,35,9,0.00026295999998637853,34,0,1,,35,1,1,1,34,1.9428571428571428,0.05714285714285714,1,23,7,1,2,1
DFS,12,35,10,0.000252710000040679,34,0,1,,35,1,1,1,32,1.9428571428571428,0.08571428571428572,1,10,10,1,7,6
DFS,12,35,11,0.0002584609999303211,34,0,1,,35,1,1,1,34,1.9428571428571428,0.05714285714285714,1,23,4,1,5,1
DFS,12,35,12,0.000260103999949024,34,0,1,,35,1,1,1,34,1.9428571428571428,0.05714285714285714,1,18,5,1,6,4
DFS,12,35,13,0.00030386499997803185,34,0,1,,35,1,1,1,34,1.9428571428571428,0.05714285714285714,1,14,7,1,6,6
